,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
10,RT @AsthmaAustralia: More deaths are caused from #airpollution each year world-wide than all deaths caused by COVID-19.  Victorians went th…,RT AsthmaAustralia More deaths are caused from airpollution each year worldwide than all deaths caused by COVID  Victorians went th…,"['rt', 'asthmaaustralia', 'more', 'deaths', 'are', 'caused', 'from', 'airpollution', 'each', 'year', 'worldwide', 'than', 'all', 'deaths', 'caused', 'by', 'covid', 'victorians', 'went', 'th', '']","['rt', 'asthmaaustralia', 'deaths', 'caused', 'airpollution', 'year', 'worldwide', 'deaths', 'caused', 'covid', 'victorians', 'went', 'th', '']","['rt', 'asthmaaustralia', 'death', 'caus', 'airpollut', 'year', 'worldwid', 'death', 'caus', 'covid', 'victorian', 'went', 'th', '']","['rt', 'asthmaaustralia', 'death', 'caused', 'airpollution', 'year', 'worldwide', 'death', 'caused', 'covid', 'victorian', 'went', 'th', '']"
11,RT @CleanAirCAC: Interested in learning how cities can create lasting solutions to #airpollution and #climatechange while including members…,RT CleanAirCAC Interested in learning how cities can create lasting solutions to airpollution and climatechange while including members…,"['rt', 'cleanaircac', 'interested', 'in', 'learning', 'how', 'cities', 'can', 'create', 'lasting', 'solutions', 'to', 'airpollution', 'and', 'climatechange', 'while', 'including', 'members', '']","['rt', 'cleanaircac', 'interested', 'learning', 'cities', 'create', 'lasting', 'solutions', 'airpollution', 'climatechange', 'including', 'members', '']","['rt', 'cleanaircac', 'interest', 'learn', 'citi', 'creat', 'last', 'solut', 'airpollut', 'climatechang', 'includ', 'member', '']","['rt', 'cleanaircac', 'interested', 'learning', 'city', 'create', 'lasting', 'solution', 'airpollution', 'climatechange', 'including', 'member', '']"
12,RT @CleanAirCAC: How can we fix the disconnect between local action and national climate commitments? Listen to suggestions from panelists…,RT CleanAirCAC How can we fix the disconnect between local action and national climate commitments Listen to suggestions from panelists…,"['rt', 'cleanaircac', 'how', 'can', 'we', 'fix', 'the', 'disconnect', 'between', 'local', 'action', 'and', 'national', 'climate', 'commitments', 'listen', 'to', 'suggestions', 'from', 'panelists', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'national', 'climate', 'commitments', 'listen', 'suggestions', 'panelists', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'nation', 'climat', 'commit', 'listen', 'suggest', 'panelist', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'national', 'climate', 'commitment', 'listen', 'suggestion', 'panelist', '']"
13,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
14,RT @CleanAirCAC: Interested in learning how cities can create lasting solutions to #airpollution and #climatechange while including members…,RT CleanAirCAC Interested in learning how cities can create lasting solutions to airpollution and climatechange while including members…,"['rt', 'cleanaircac', 'interested', 'in', 'learning', 'how', 'cities', 'can', 'create', 'lasting', 'solutions', 'to', 'airpollution', 'and', 'climatechange', 'while', 'including', 'members', '']","['rt', 'cleanaircac', 'interested', 'learning', 'cities', 'create', 'lasting', 'solutions', 'airpollution', 'climatechange', 'including', 'members', '']","['rt', 'cleanaircac', 'interest', 'learn', 'citi', 'creat', 'last', 'solut', 'airpollut', 'climatechang', 'includ', 'member', '']","['rt', 'cleanaircac', 'interested', 'learning', 'city', 'create', 'lasting', 'solution', 'airpollution', 'climatechange', 'including', 'member', '']"
15,"That's great, the level is below 5 ugr/m3. Temperature is 13.40 C. Wind direction is S. Dust level #PM10 is: 4.07ugr/m3. Dust level #PM2.5 is: 1.50ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",Thats great the level is below  ugrm Temperature is  C Wind direction is S Dust level PM is ugrm Dust level PM is ugrm Fijnstof Airpollution Waalre CitizenScience luftdaten,"['thats', 'great', 'the', 'level', 'is', 'below', 'ugrm', 'temperature', 'is', 'c', 'wind', 'direction', 'is', 's', 'dust', 'level', 'pm', 'is', 'ugrm', 'dust', 'level', 'pm', 'is', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['thats', 'great', 'level', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['that', 'great', 'level', 'ugrm', 'temperatur', 'c', 'wind', 'direct', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollut', 'waalr', 'citizensci', 'luftdaten']","['thats', 'great', 'level', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']"
16,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
17,RT @CleanAirCAC: How can we fix the disconnect between local action and national climate commitments? Listen to suggestions from panelists…,RT CleanAirCAC How can we fix the disconnect between local action and national climate commitments Listen to suggestions from panelists…,"['rt', 'cleanaircac', 'how', 'can', 'we', 'fix', 'the', 'disconnect', 'between', 'local', 'action', 'and', 'national', 'climate', 'commitments', 'listen', 'to', 'suggestions', 'from', 'panelists', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'national', 'climate', 'commitments', 'listen', 'suggestions', 'panelists', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'nation', 'climat', 'commit', 'listen', 'suggest', 'panelist', '']","['rt', 'cleanaircac', 'fix', 'disconnect', 'local', 'action', 'national', 'climate', 'commitment', 'listen', 'suggestion', 'panelist', '']"
18,RT @LittleNinjaUK: @GCHUOxford @audreydenazelle @imperialcollege @sustainable_urb @DannyYee @cycloxoxford @OxLivSts @CoHSATOxon @Urban_Turb…,RT LittleNinjaUK GCHUOxford audreydenazelle imperialcollege sustainableurb DannyYee cycloxoxford OxLivSts CoHSATOxon UrbanTurb…,"['rt', 'littleninjauk', 'gchuoxford', 'audreydenazelle', 'imperialcollege', 'sustainableurb', 'dannyyee', 'cycloxoxford', 'oxlivsts', 'cohsatoxon', 'urbanturb', '']","['rt', 'littleninjauk', 'gchuoxford', 'audreydenazelle', 'imperialcollege', 'sustainableurb', 'dannyyee', 'cycloxoxford', 'oxlivsts', 'cohsatoxon', 'urbanturb', '']","['rt', 'littleninjauk', 'gchuoxford', 'audreydenazel', 'imperialcolleg', 'sustainableurb', 'dannyye', 'cycloxoxford', 'oxlivst', 'cohsatoxon', 'urbanturb', '']","['rt', 'littleninjauk', 'gchuoxford', 'audreydenazelle', 'imperialcollege', 'sustainableurb', 'dannyyee', 'cycloxoxford', 'oxlivsts', 'cohsatoxon', 'urbanturb', '']"
19,"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…","RT CNNnews As Delhi chokes under a thick blanket of smog RTI reveals AAPs inaction Take a look at this report 

maryashakil  Delh…","['rt', 'cnnnews', 'as', 'delhi', 'chokes', 'under', 'a', 'thick', 'blanket', 'of', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'a', 'look', 'at', 'this', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'chokes', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnew', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveal', 'aap', 'inact', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']"
20,"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…","RT CNNnews As Delhi chokes under a thick blanket of smog RTI reveals AAPs inaction Take a look at this report 

maryashakil  Delh…","['rt', 'cnnnews', 'as', 'delhi', 'chokes', 'under', 'a', 'thick', 'blanket', 'of', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'a', 'look', 'at', 'this', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'chokes', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnew', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveal', 'aap', 'inact', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']"
21,"RT @CNNnews18: As Delhi chokes under a thick blanket of smog, RTI reveals AAP's inaction. Take a look at this report 

@maryashakil | #Delh…","RT CNNnews As Delhi chokes under a thick blanket of smog RTI reveals AAPs inaction Take a look at this report 

maryashakil  Delh…","['rt', 'cnnnews', 'as', 'delhi', 'chokes', 'under', 'a', 'thick', 'blanket', 'of', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'a', 'look', 'at', 'this', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'chokes', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnew', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveal', 'aap', 'inact', 'take', 'look', 'report', 'maryashakil', 'delh', '']","['rt', 'cnnnews', 'delhi', 'choke', 'thick', 'blanket', 'smog', 'rti', 'reveals', 'aaps', 'inaction', 'take', 'look', 'report', 'maryashakil', 'delh', '']"
22,"RT @SEIresearch: Today is #WorldVentil8Day!

Good air flow is important to remove #AirPollutants generated inside buildings.  

The INGENIO…","RT SEIresearch Today is WorldVentilDay

Good air flow is important to remove AirPollutants generated inside buildings  

The INGENIO…","['rt', 'seiresearch', 'today', 'is', 'worldventilday', 'good', 'air', 'flow', 'is', 'important', 'to', 'remove', 'airpollutants', 'generated', 'inside', 'buildings', 'the', 'ingenio', '']","['rt', 'seiresearch', 'today', 'worldventilday', 'good', 'air', 'flow', 'important', 'remove', 'airpollutants', 'generated', 'inside', 'buildings', 'ingenio', '']","['rt', 'seiresearch', 'today', 'worldventilday', 'good', 'air', 'flow', 'import', 'remov', 'airpollut', 'gener', 'insid', 'build', 'ingenio', '']","['rt', 'seiresearch', 'today', 'worldventilday', 'good', 'air', 'flow', 'important', 'remove', 'airpollutants', 'generated', 'inside', 'building', 'ingenio', '']"
23,"RT @airnewsalerts: Air quality in Delhi slightly improves from severe to very poor category, Air Quality Index stands at 357.

#AirPollution","RT airnewsalerts Air quality in Delhi slightly improves from severe to very poor category Air Quality Index stands at 

AirPollution","['rt', 'airnewsalerts', 'air', 'quality', 'in', 'delhi', 'slightly', 'improves', 'from', 'severe', 'to', 'very', 'poor', 'category', 'air', 'quality', 'index', 'stands', 'at', 'airpollution']","['rt', 'airnewsalerts', 'air', 'quality', 'delhi', 'slightly', 'improves', 'severe', 'poor', 'category', 'air', 'quality', 'index', 'stands', 'airpollution']","['rt', 'airnewsalert', 'air', 'qualiti', 'delhi', 'slightli', 'improv', 'sever', 'poor', 'categori', 'air', 'qualiti', 'index', 'stand', 'airpollut']","['rt', 'airnewsalerts', 'air', 'quality', 'delhi', 'slightly', 'improves', 'severe', 'poor', 'category', 'air', 'quality', 'index', 'stand', 'airpollution']"
24,RT @airnewsalerts: Science and Technology Minister @DrJitendraSingh cautions that #AirPollution related stubble burning cases have risen by…,RT airnewsalerts Science and Technology Minister DrJitendraSingh cautions that AirPollution related stubble burning cases have risen by…,"['rt', 'airnewsalerts', 'science', 'and', 'technology', 'minister', 'drjitendrasingh', 'cautions', 'that', 'airpollution', 'related', 'stubble', 'burning', 'cases', 'have', 'risen', 'by', '']","['rt', 'airnewsalerts', 'science', 'technology', 'minister', 'drjitendrasingh', 'cautions', 'airpollution', 'related', 'stubble', 'burning', 'cases', 'risen', '']","['rt', 'airnewsalert', 'scienc', 'technolog', 'minist', 'drjitendrasingh', 'caution', 'airpollut', 'relat', 'stubbl', 'burn', 'case', 'risen', '']","['rt', 'airnewsalerts', 'science', 'technology', 'minister', 'drjitendrasingh', 'caution', 'airpollution', 'related', 'stubble', 'burning', 'case', 'risen', '']"
25,"That's not so great, but the level is at least below 10 ugr/m3. Temperature is 13.50 C. Wind direction is S. Dust level #PM10 is: 5.82ugr/m3. Dust level #PM2.5 is: 1.58ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",Thats not so great but the level is at least below  ugrm Temperature is  C Wind direction is S Dust level PM is ugrm Dust level PM is ugrm Fijnstof Airpollution Waalre CitizenScience luftdaten,"['thats', 'not', 'so', 'great', 'but', 'the', 'level', 'is', 'at', 'least', 'below', 'ugrm', 'temperature', 'is', 'c', 'wind', 'direction', 'is', 's', 'dust', 'level', 'pm', 'is', 'ugrm', 'dust', 'level', 'pm', 'is', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['thats', 'great', 'level', 'least', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['that', 'great', 'level', 'least', 'ugrm', 'temperatur', 'c', 'wind', 'direct', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollut', 'waalr', 'citizensci', 'luftdaten']","['thats', 'great', 'level', 'least', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']"
26,"People of #Delhi, suffering from all front's, a useless CM, #AirPollution and regular #delhiearthquake be like ; https://t.co/YUKE3q14Qd",People of Delhi suffering from all fronts a useless CM AirPollution and regular delhiearthquake be like  httpstcoYUKEqQd,"['people', 'of', 'delhi', 'suffering', 'from', 'all', 'fronts', 'a', 'useless', 'cm', 'airpollution', 'and', 'regular', 'delhiearthquake', 'be', 'like', 'httpstcoyukeqqd']","['people', 'delhi', 'suffering', 'fronts', 'useless', 'cm', 'airpollution', 'regular', 'delhiearthquake', 'like', 'httpstcoyukeqqd']","['peopl', 'delhi', 'suffer', 'front', 'useless', 'cm', 'airpollut', 'regular', 'delhiearthquak', 'like', 'httpstcoyukeqqd']","['people', 'delhi', 'suffering', 'front', 'useless', 'cm', 'airpollution', 'regular', 'delhiearthquake', 'like', 'httpstcoyukeqqd']"
27,"RT @ModernEcology: New Mexico's #AirPollution visible from space, methane from operations suspected as source
 #Ecology #SaveOurPlanet http…","RT ModernEcology New Mexicos AirPollution visible from space methane from operations suspected as source
 Ecology SaveOurPlanet http…","['rt', 'modernecology', 'new', 'mexicos', 'airpollution', 'visible', 'from', 'space', 'methane', 'from', 'operations', 'suspected', 'as', 'source', 'ecology', 'saveourplanet', 'http', '']","['rt', 'modernecology', 'new', 'mexicos', 'airpollution', 'visible', 'space', 'methane', 'operations', 'suspected', 'source', 'ecology', 'saveourplanet', 'http', '']","['rt', 'modernecolog', 'new', 'mexico', 'airpollut', 'visibl', 'space', 'methan', 'oper', 'suspect', 'sourc', 'ecolog', 'saveourplanet', 'http', '']","['rt', 'modernecology', 'new', 'mexico', 'airpollution', 'visible', 'space', 'methane', 'operation', 'suspected', 'source', 'ecology', 'saveourplanet', 'http', '']"
